No,Formatted_Name,Name,Pokedex_Entry,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Lvl100_Cost,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total
803,Poipole,poipole,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,7,0.6,1.8,Poison,,Beast Boost,,,Purple,0,0,100,120,Undiscovered,,45,210,1250000,Semi-Legendary,67,73,67,73,67,73,420
804,Naganadel,naganadel,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,7,3.6,150,Poison,Dragon,Beast Boost,,,Purple,0,0,100,120,Undiscovered,,45,270,1250000,Semi-Legendary,73,73,73,127,73,121,540
805,Stakataka,stakataka,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,7,5.5,820,Rock,Steel,Beast Boost,,,Gray,0,0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,61,131,211,53,101,13,570
806,Blacephalon,blacephalon,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It's apparently one kind of Ultra Beast.",7,1.8,13,Fire,Ghost,Beast Boost,,,White,0,0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,53,127,53,151,79,107,570
807,Zeraora,zeraora,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they'll be electrocuted by the flying sparks.",7,1.5,44.5,Electric,,Volt Absorb,,,Yellow,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,88,112,75,102,80,143,600
808,Meltan,meltan,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",7,0.2,8,Steel,,Magnet Pull,,,Gray,0,0,100,120,Undiscovered,,3,150,1250000,Mythical,46,65,65,55,35,34,300
809,Melmetal,melmetal,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",7,2.5,800,Steel,,Iron Fist,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,135,143,143,80,65,34,600
810,Grookey,grookey,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",8,0.3,5,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,50,65,50,40,40,65,310
811,Thwackey,thwackey,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",8,0.7,14,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,147,1059860,Ordinary,70,85,70,55,60,80,420
812,Rillaboom,rillaboom,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",8,2.1,90,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,265,1059860,Ordinary,100,125,90,60,70,85,530
813,Scorbunny,scorbunny,"A warm-up of running around gets fire energy coursing through this Pokémon's body. Once that happens, it's ready to fight at full power.",8,0.3,4.5,Fire,,Blaze,,Libero,White,87.5,12.5,0,20,Ground,Human-Like,45,62,1059860,Ordinary,50,71,40,40,40,69,310
814,Raboot,raboot,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,8,0.6,9,Fire,,Blaze,,Libero,Gray,87.5,12.5,0,20,Ground,Human-Like,45,147,1059860,Ordinary,65,86,60,55,60,94,420
815,Cinderace,cinderace,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",8,1.4,33,Fire,,Blaze,,Libero,White,87.5,12.5,0,20,Ground,Human-Like,45,265,1059860,Ordinary,80,116,75,65,75,119,530
816,Sobble,sobble,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won't be able to resist weeping.",8,0.3,4,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,62,1059860,Ordinary,50,40,40,70,40,70,310
817,Drizzile,drizzile,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",8,0.7,11.5,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,147,1059860,Ordinary,65,60,55,95,55,90,420
818,Inteleon,inteleon,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",8,1.9,45.2,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,265,1059860,Ordinary,70,85,65,125,65,120,530
819,Skwovet,skwovet,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",8,0.3,2.5,Normal,,Cheek Pouch,,Gluttony,Brown,50,50,0,20,Ground,,255,55,1000000,Ordinary,70,55,55,35,35,25,275
820,Greedent,greedent,"It stashes berries in its tail‚Äîso many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn't notice the loss.",8,0.6,6,Normal,,Cheek Pouch,,Gluttony,Brown,50,50,0,20,Ground,,90,161,1000000,Ordinary,120,95,95,55,75,20,460
821,Rookidee,rookidee,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle‚Äîeven a defeat increases its strength a bit.",8,0.2,1.8,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,50,50,0,15,Flying,,255,49,1059860,Ordinary,38,47,35,33,35,57,245
822,Corvisquire,corvisquire,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",8,0.8,16,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,50,50,0,15,Flying,,120,128,1059860,Ordinary,68,67,55,43,55,77,365
823,Corviknight,corviknight,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,8,2.2,75,Flying,Steel,Pressure,Unnerve,Mirror Armor,Purple,50,50,0,15,Flying,,45,248,1059860,Ordinary,98,87,105,53,85,67,495
824,Blipbug,blipbug,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn't.",8,0.4,8,Bug,,Swarm,Compound Eyes,Telepathy,Blue,50,50,0,15,Bug,,255,36,1000000,Ordinary,25,20,20,25,45,45,180
825,Dottler,dottler,"It barely moves, but it's still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",8,0.4,19.5,Bug,Psychic,Swarm,Compound Eyes,Telepathy,Yellow,50,50,0,15,Bug,,120,117,1000000,Ordinary,50,35,80,50,90,30,335
826,Orbeetle,orbeetle,"It's famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",8,0.4,40.8,Bug,Psychic,Swarm,Frisk,Telepathy,Red,50,50,0,15,Bug,,45,253,1000000,Ordinary,60,45,110,80,120,90,505
827,Nickit,nickit,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",8,0.6,8.9,Dark,,Run Away,Unburden,Stakeout,Brown,50,50,0,15,Ground,,255,49,800000,Ordinary,40,28,28,47,52,50,245
828,Thievul,thievul,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",8,1.2,19.9,Dark,,Run Away,Unburden,Stakeout,Brown,50,50,0,15,Ground,,127,159,800000,Ordinary,70,58,58,87,92,90,455
829,Gossifleur,gossifleur,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",8,0.4,2.2,Grass,,Cotton Down,Regenerator,Effect Spore,Green,50,50,0,20,Grass,,190,50,1000000,Ordinary,40,40,60,40,60,10,250
830,Eldegoss,eldegoss,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,8,0.5,2.5,Grass,,Cotton Down,Regenerator,Effect Spore,Green,50,50,0,20,Grass,,75,161,1000000,Ordinary,60,50,90,80,120,60,460
831,Wooloo,wooloo,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",8,0.6,6,Normal,,Fluffy,Run Away,Bulletproof,White,50,50,0,15,Ground,,255,122,1000000,Ordinary,42,40,55,40,45,48,270
832,Dubwool,dubwool,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You'll start to bounce the moment you set foot on it.",8,1.3,43,Normal,,Fluffy,Steadfast,Bulletproof,White,50,50,0,15,Ground,,127,172,1000000,Ordinary,72,80,100,60,90,88,490
833,Chewtle,chewtle,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,8,0.3,8.5,Water,,Strong Jaw,Shell Armor,Swift Swim,Green,50,50,0,20,Monster,Water1,255,57,1000000,Ordinary,50,64,50,38,38,44,284
834,Drednaw,drednaw,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",8,1,115.5,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,Green,50,50,0,20,Monster,Water1,75,170,1000000,Ordinary,90,115,90,48,68,74,485
835,Yamper,yamper,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",8,0.3,13.5,Electric,,Ball Fetch,,Rattled,Yellow,50,50,0,20,Ground,,255,54,800000,Ordinary,59,45,50,40,50,26,270
836,Boltund,boltund,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,8,1,34,Electric,,Strong Jaw,,Competitive,Yellow,50,50,0,20,Ground,,45,172,800000,Ordinary,69,90,60,90,60,121,490
837,Rolycoly,rolycoly,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",8,0.3,12,Rock,,Steam Engine,Heatproof,Flash Fire,Black,50,50,0,15,Mineral,,255,48,1059860,Ordinary,30,40,50,40,50,30,240
838,Carkol,carkol,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,8,1.1,78,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,50,50,0,15,Mineral,,120,144,1059860,Ordinary,80,60,90,60,70,50,410
839,Coalossal,coalossal,"It's usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",8,2.8,310.5,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,50,50,0,15,Mineral,,45,255,1059860,Ordinary,110,80,120,80,90,30,510
840,Applin,applin,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it's just an apple and nothing more.",8,0.2,0.5,Grass,Dragon,Ripen,Gluttony,Bulletproof,Green,50,50,0,20,Grass,Dragon,255,52,600000,Ordinary,40,40,80,40,40,20,260
841,Flapple,flapple,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",8,0.3,1,Grass,Dragon,Ripen,Gluttony,Hustle,Green,50,50,0,20,Grass,Dragon,45,170,600000,Ordinary,70,110,80,95,60,70,485
842,Appletun,appletun,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",8,0.4,13,Grass,Dragon,Ripen,Gluttony,Thick Fat,Green,50,50,0,20,Grass,Dragon,45,170,600000,Ordinary,110,85,80,100,80,30,485
843,Silicobra,silicobra,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",8,2.2,7.6,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,50,50,0,20,Ground,Dragon,255,63,1000000,Ordinary,52,57,75,35,50,46,315
844,Sandaconda,sandaconda,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",8,3.8,65.5,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,50,50,0,20,Ground,Dragon,120,179,1000000,Ordinary,72,107,125,65,70,71,510
845,Cramorant,cramorant,"It's so strong that it can knock out some opponents in a single hit, but it also may forget what it's battling midfight.",8,0.8,18,Flying,Water,Gulp Missile,,,Blue,50,50,0,20,Water1,Flying,45,166,1000000,Ordinary,70,85,55,85,95,85,475
846,Arrokuda,arrokuda,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It's very proud of that jaw.",8,0.5,1,Water,,Swift Swim,,Propeller Tail,Brown,50,50,0,20,Water2,,255,56,1250000,Ordinary,41,63,40,40,30,66,280
847,Barraskewda,barraskewda,"This Pokémon has a jaw that's as sharp as a spear and as strong as steel. Apparently Barraskewda's flesh is surprisingly tasty, too.",8,1.3,30,Water,,Swift Swim,,Propeller Tail,Brown,50,50,0,20,Water2,,60,172,1250000,Ordinary,61,123,60,60,50,136,490
848,Toxel,toxel,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",8,0.4,11,Electric,Poison,Rattled,Static,Klutz,Purple,50,50,0,25,Undiscovered,,75,48,1059860,Ordinary,40,38,35,54,35,40,242
849,Toxtricity,toxtricity,"When this Pokémon sounds as if it's strumming a guitar, it's actually clawing at the protrusions on its chest to generate electricity.",8,1.6,40,Electric,Poison,Punk Rock,Plus,Technician,Purple,50,50,0,25,Human-Like,,45,176,1059860,Ordinary,75,98,70,114,70,75,502
850,Sizzlipede,sizzlipede,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,8,0.7,1,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,50,50,0,20,Bug,,190,61,1000000,Ordinary,50,65,45,50,50,45,305
851,Centiskorch,centiskorch,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",8,3,120,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,50,50,0,20,Bug,,75,184,1000000,Ordinary,100,115,65,90,90,65,525
852,Clobbopus,clobbopus,"It's very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",8,0.6,4,Fighting,,Limber,,Technician,Brown,50,50,0,25,Water1,Human-Like,180,62,1059860,Ordinary,50,68,60,50,50,32,310
853,Grapploct,grapploct,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,8,1.6,39,Fighting,,Limber,,Technician,Blue,50,50,0,25,Water1,Human-Like,45,168,1059860,Ordinary,80,118,90,70,80,42,480
854,Sinistea,sinistea,"The swirl pattern in this Pokémon's body is its weakness. If it gets stirred, the swirl loses its shape, and Sinistea gets dizzy.",8,0.1,0.2,Ghost,,Weak Armor,,Cursed Body,Purple,0,0,100,20,Mineral,Amorphous,120,62,1000000,Ordinary,40,45,45,74,54,50,308
855,Polteageist,polteageist,Trainers Polteageist trusts will be allowed to experience its distinctive flavor and aroma firsthand by sampling just a tiny bit of its tea.,8,0.2,0.4,Ghost,,Weak Armor,,Cursed Body,Purple,0,0,100,20,Mineral,Amorphous,60,178,1000000,Ordinary,60,65,65,134,114,70,508
856,Hatenna,hatenna,"Via the protrusion on its head, it senses other creatures' emotions. If you don't have a calm disposition, it will never warm up to you.",8,0.4,3.4,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,235,53,1250000,Ordinary,42,30,45,56,53,39,265
857,Hattrem,hattrem,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",8,0.6,4.8,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,120,130,1250000,Ordinary,57,40,65,86,73,49,370
858,Hatterene,hatterene,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,8,2.1,5.1,Psychic,Fairy,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,45,255,1250000,Ordinary,57,90,95,136,103,29,510
859,Impidimp,impidimp,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",8,0.4,5.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100,0,0,20,Fairy,Human-Like,255,53,1000000,Ordinary,45,45,30,55,40,50,265
860,Morgrem,morgrem,"When it gets down on all fours as if to beg for forgiveness, it's trying to lure opponents in so that it can stab them with its spear-like hair.",8,0.8,12.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100,0,0,20,Fairy,Human-Like,120,130,1000000,Ordinary,65,60,45,75,55,70,370
861,Grimmsnarl,grimmsnarl,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",8,1.5,61,Dark,Fairy,Prankster,Frisk,Pickpocket,Purple,100,0,0,20,Fairy,Human-Like,45,255,1000000,Ordinary,95,120,65,95,75,60,510
862,Obstagoon,obstagoon,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout‚Äîthis move is known as Obstruct.,8,1.6,46,Dark,Normal,Reckless,Guts,Defiant,Gray,50,50,0,15,Ground,,45,260,1000000,Ordinary,93,90,101,60,81,95,520
863,Perrserker,perrserker,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,8,0.8,28,Steel,,Battle Armor,Tough Claws,Steely Spirit,Brown,50,50,0,20,Ground,,90,154,1000000,Ordinary,70,110,100,50,60,50,440
864,Cursola,cursola,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon's core spirit.,8,1,0.4,Ghost,,Weak Armor,,Perish Body,White,25,75,0,20,Water1,Water3,30,179,800000,Ordinary,60,95,50,145,130,30,510
865,Sirfetch'd,sirfetchd,"Only Farfetch'd that have survived many battles can attain this evolution. When this Pokémon's leek withers, it will retire from combat.",8,0.8,117,Fighting,,Steadfast,,Scrappy,White,50,50,0,20,Flying,Ground,45,177,1000000,Ordinary,62,135,95,68,82,65,507
866,Mr. Rime,mr-rime,It's highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,8,1.5,58.2,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,Purple,50,50,0,25,Human-Like,,45,182,1000000,Ordinary,80,85,75,110,100,70,520
867,Runerigus,runerigus,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",8,1.6,66.6,Ground,Ghost,Wandering Spirit,,,Gray,50,50,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,58,95,145,50,105,30,483
868,Milcery,milcery,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,8,0.2,0.3,Fairy,,Sweet Veil,,Aroma Veil,White,0,100,0,20,Fairy,Amorphous,200,54,1000000,Ordinary,45,40,40,50,61,34,270
869,Alcremie,alcremie,"The moment it evolved, it took on a bitter flavor. This is because of the way its cells spontaneously shifted during evolution.",8,0.3,0.5,Fairy,,Sweet Veil,,Aroma Veil,White,0,100,0,20,Fairy,Amorphous,100,173,1000000,Ordinary,65,60,75,110,121,64,495
870,Falinks,falinks,"Five of them are troopers, and one is the brass. The brass's orders are absolute.",8,3,62,Fighting,,Battle Armor,,Defiant,Yellow,0,0,100,25,Fairy,Mineral,45,165,1000000,Ordinary,65,100,100,70,60,75,470
871,Pincurchin,pincurchin,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",8,0.3,1,Electric,,Lightning Rod,,Electric Surge,Purple,50,50,0,20,Water1,Amorphous,75,152,1000000,Ordinary,48,101,95,91,85,15,435
872,Snom,snom,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",8,0.3,3.8,Ice,Bug,Shield Dust,,Ice Scales,White,50,50,0,20,Bug,,190,37,1000000,Ordinary,30,25,35,45,30,20,185
873,Frosmoth,frosmoth,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than ‚àí290 degrees Fahrenheit.,8,1.3,42,Ice,Bug,Shield Dust,,Ice Scales,White,50,50,0,20,Bug,,75,166,1000000,Ordinary,70,65,60,125,90,65,475
874,Stonjourner,stonjourner,"It stands in grasslands, watching the sun's descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",8,2.5,520,Rock,,Power Spot,,,Gray,50,50,0,25,Mineral,,60,165,1250000,Ordinary,100,125,135,20,20,70,470
875,Eiscue,eiscue,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,8,1.4,89,Ice,,Ice Face,,,Blue,50,50,0,25,Water1,Ground,60,165,1250000,Ordinary,75,80,110,65,90,50,470
876,Indeedee,indeedee,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",8,0.9,28,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,Purple,100,0,0,40,Fairy,,30,166,800000,Ordinary,60,65,55,105,95,95,475
877,Morpeko,morpeko,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It's also generating electricity.",8,0.3,3,Electric,Dark,Hunger Switch,,,Yellow,50,50,0,10,Ground,Fairy,180,153,1000000,Ordinary,58,95,58,70,58,97,436
878,Cufant,cufant,"It digs up the ground with its trunk. It's also very strong, being able to carry loads of over five tons without any problem at all.",8,1.2,100,Steel,,Sheer Force,,Heavy Metal,Yellow,50,50,0,25,Ground,Mineral,190,66,1000000,Ordinary,72,80,49,40,49,40,330
879,Copperajah,copperajah,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,8,3,650,Steel,,Sheer Force,,Heavy Metal,Green,50,50,0,25,Ground,Mineral,90,175,1000000,Ordinary,122,130,69,80,69,30,500
880,Dracozolt,dracozolt,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",8,1.8,190,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,Green,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,100,90,80,70,75,505
881,Arctozolt,arctozolt,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,8,2.3,150,Electric,Ice,Volt Absorb,Static,Slush Rush,Blue,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,100,90,90,80,55,505
882,Dracovish,dracovish,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,8,2.3,215,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,Green,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,90,100,70,80,75,505
883,Arctovish,arctovish,"Though it's able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",8,2,175,Water,Ice,Water Absorb,Ice Body,Slush Rush,Blue,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,90,100,80,90,55,505
884,Duraludon,duraludon,"Its body resembles polished metal, and it's both lightweight and strong. The only drawback is that it rusts easily.",8,1.8,40,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,White,50,50,0,30,Mineral,Dragon,45,187,1000000,Ordinary,70,95,115,120,50,85,535
885,Dreepy,dreepy,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",8,0.5,2,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50,50,0,40,Amorphous,Dragon,45,54,1250000,Ordinary,28,60,30,40,30,82,270
886,Drakloak,drakloak,It's capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,8,1.4,11,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50,50,0,40,Amorphous,Dragon,45,144,1250000,Ordinary,68,80,50,60,50,102,410
887,Dragapult,dragapult,"When it isn't battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",8,3,50,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50,50,0,40,Amorphous,Dragon,45,300,1250000,Ordinary,88,120,75,100,75,142,600
888,Zacian,zacian,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",8,2.8,110,Fairy,,Intrepid Sword,,,Blue,0,0,100,120,Undiscovered,,10,330,1250000,Legendary,92,120,115,80,115,138,660
889,Zamazenta,zamazenta,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",8,2.9,210,Fighting,,Dauntless Shield,,,Red,0,0,100,120,Undiscovered,,10,330,1250000,Legendary,92,120,115,80,115,138,660
890,Eternatus,eternatus,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,8,20,950,Poison,Dragon,Pressure,,,Purple,0,0,100,120,Undiscovered,,255,345,1250000,Legendary,140,85,95,145,95,130,690
891,Kubfu,kubfu,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,8,0.6,12,Fighting,,Inner Focus,,No Guard,Gray,87.5,12.5,0,120,Undiscovered,,3,77,1250000,Semi-Legendary,60,90,60,53,50,72,385
892,Urshifu,urshifu,People call it the embodiment of rage. It's said that this Pokémon's terrifying expression and shout will rid the world of malevolence.,8,1.9,105,Fighting,Dark,Unseen Fist,,,Gray,87.5,12.5,0,120,Undiscovered,,3,275,1250000,Semi-Legendary,100,130,100,63,60,97,550
893,Zarude,zarude,"Within dense forests, this Pokémon lives in a pack with others of its kind. It's incredibly aggressive, and the other Pokémon of the forest fear it.",8,1.8,70,Dark,Grass,Leaf Guard,,,Green,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,105,120,105,70,95,105,600
894,Regieleki,regieleki,This Pokémon is a cluster of electrical energy. It's said that removing the rings on Regieleki's body will unleash the Pokémon's latent power.,8,1.2,145,Electric,,Transistor,,,Yellow,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,80,100,50,100,50,200,580
895,Regidrago,regidrago,An academic theory proposes that Regidrago's arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,8,2.1,200,Dragon,,Dragon's Maw,,,Green,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,200,100,50,100,50,80,580
896,Glastrier,glastrier,"Glastrier emits intense cold from its hooves. It's also a belligerent Pokémon‚Äîanything it wants, it takes by force.",8,2.2,800,Ice,,Chilling Neigh,,,White,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,100,145,130,65,110,30,580
897,Spectrier,spectrier,It probes its surroundings with all its senses save one‚Äîit doesn't use its sense of sight. Spectrier's kicks are said to separate soul from body.,8,2,44.5,Ghost,,Grim Neigh,,,Black,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,100,65,60,145,80,130,580
898,Calyrex,calyrex,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",8,1.1,7.7,Psychic,Grass,Unnerve,,,Green,0,0,100,120,Undiscovered,,3,250,1250000,Legendary,100,80,80,80,80,80,500
899,Wyrdeer,wyrdeer,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,8,1.8,95.1,Normal,Psychic,Intimidate,Frisk,Sap Sipper,White,50,50,0,20,Ground,,45,263,1250000,Ordinary,103,105,72,105,75,65,525
900,Kleavor,kleavor,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",8,1.8,89,Bug,Rock,Swarm,Sheer Force,Sharpness,Brown,50,50,0,20,Bug,,15,175,1000000,Ordinary,70,130,95,45,75,85,500
901,Ursaluna,ursaluna,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,8,2.4,290,Ground,Normal,Guts,Bulletproof,Unnerve,Brown,50,50,0,20,Ground,,20,275,1000000,Ordinary,130,140,105,45,80,50,550
902,Basculegion,basculegion,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,8,3,110,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Green,100,0,0,20,Water2,,45,265,1000000,Ordinary,120,112,65,80,75,78,530
903,Sneasler,sneasler,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",8,1.3,43,Fighting,Poison,Pressure,Unburden,Poison Touch,Purple,50,50,0,20,Ground,,20,102,1059860,Ordinary,80,130,60,40,80,120,510
